policy_type_encoded,coverage_amount,premium_cost,policy_duration_days,num_claims,avg_claim_amount,claim_approval_rate,time_since_last_claim_days,industry_encoded,company_size_encoded,revenue
-0.7679755714461775,-1.3296290644852593,1.323779316511952,-1.2158493105661476,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-1.5672332787757997,1.1677985017081944,-0.5990641762208186
1.5086857379889407,0.9933865920205944,-0.5063203451716878,1.260331602416129,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,0.613833034187188,-0.007034930733181819,-1.315467395724258
-1.5268626745912168,1.4834933824241792,1.6060674730744502,-1.2158493105661476,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,1.340855138508184,-1.1818683631745581,-0.09243888725421855
-0.7679755714461775,-0.7560451842643254,-1.6396675028255496,0.022241145924990696,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.8402111744548038,-1.1818683631745581,-1.163310110428777
-1.5268626745912168,1.4066887964200414,0.21324251899250146,1.260331602416129,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.11318907013380783,-1.1818683631745581,1.6688968752472897
-0.7679755714461775,1.1369751047373153,1.359842942332105,0.022241145924990696,1.5478851953897421,2.045254760258858,-0.3513541021324301,-1.5333647400565116,-0.8402111744548038,1.1677985017081944,0.10918845857111988
-0.0090884683011381,-1.4957232810731897,0.07124101896594807,-1.2158493105661476,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,1.340855138508184,-1.1818683631745581,-0.6861113023527391
-0.0090884683011381,0.5682792863927767,-0.41675048769350725,-1.2158493105661476,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.11318907013380783,-0.007034930733181819,0.9048212649316695
0.7497986348439013,-1.496378619975612,-0.7814757218469122,-1.2158493105661476,2.5902111132529955,2.4375063735869396,-0.3513541021324301,-1.7197537783351913,-1.5672332787757997,-0.007034930733181819,-1.186322021900609
-0.0090884683011381,1.4440306732583506,-0.4567854210928193,0.022241145924990696,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,0.613833034187188,-0.007034930733181819,0.1377839656499145
-0.7679755714461775,-1.5140596444539858,-1.5842854988730524,-1.2158493105661476,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.11318907013380783,-0.007034930733181819,2.4575985667305256
-0.7679755714461775,-0.8953170460838902,0.7355135912916683,1.260331602416129,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-1.5672332787757997,-0.007034930733181819,-0.5541508414316497
1.5086857379889407,-0.4885192656150639,1.5573804534460338,0.022241145924990696,2.5902111132529955,3.1744568347372493,0.9821944218702024,-1.8573705788747539,0.613833034187188,-1.1818683631745581,-0.34973961343715954
-0.7679755714461775,-1.3372033009224575,-1.660230050957639,0.022241145924990696,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.8402111744548038,-1.1818683631745581,0.4061640096111263
-0.7679755714461775,0.967130080272365,-0.7706502315570567,0.022241145924990696,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,0.613833034187188,-1.1818683631745581,-0.895341788888392
1.5086857379889407,0.20009163864911206,-0.05980693989455892,-1.2158493105661476,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.11318907013380783,-1.1818683631745581,-0.5814989493688877
-1.5268626745912168,0.9036618237856101,-0.025662346800021326,0.022241145924990696,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.11318907013380783,-1.1818683631745581,-0.5814989493688877
1.5086857379889407,-0.7270538820946318,-1.177704932377732,1.260331602416129,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.8402111744548038,1.1677985017081944,0.6568422301682929
-1.5268626745912168,-0.46143488730384113,0.8981433953056521,1.260331602416129,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.11318907013380783,-1.1818683631745581,2.0689316162060503
0.7497986348439013,0.44243369145602807,-0.9649622449247751,0.022241145924990696,-0.5367666403367652,-0.521382833770466,-0.3513541021324301,0.6060228775269187,-0.8402111744548038,-0.007034930733181819,-0.8866439608934378
-1.5268626745912168,-1.2523434529397641,0.040494965342202593,0.022241145924990696,1.5478851953897421,1.8640568768596235,3.649291469875468,-1.7136902028324903,0.613833034187188,-0.007034930733181819,-1.315467395724258
-0.7679755714461775,-1.5769924280075909,0.25487289709246025,0.022241145924990696,1.5478851953897421,1.270538951527192,-0.3513541021324301,-1.687590464799125,-0.8402111744548038,-1.1818683631745581,-0.6284033716142735
0.7497986348439013,0.17799817460911568,-1.3938132813738102,1.260331602416129,1.5478851953897421,0.2786899346117363,3.649291469875468,-1.8444525267168257,-0.8402111744548038,-1.1818683631745581,0.36436232690813847
